0.0	0.0	0.0
0.0	0.0	2050.0
0.0	2680.0	2050.0
0.0	5175.0	0.0
0.0	5175.0	2050.0
0.0	5175.0	5400.0
0.0	5175.0	8860.0
0.0	6275.0	2050.0
0.0	10675.0	0.0
0.0	10675.0	2050.0
0.0	10675.0	5427.5
0.0	10675.0	8860.0
0.0	13425.0	2050.0
0.0	16175.0	0.0
0.0	16175.0	2050.0
0.0	16175.0	5455.0
0.0	16175.0	8860.0
1083.3	0.0	2050.0
1083.3	2680.0	2050.0
1083.3	5175.0	2050.0
1625.0	0.0	2050.0
1625.0	5175.0	2050.0
2166.7	0.0	2050.0
2166.7	1340.0	2050.0
2166.7	2680.0	2050.0
2166.7	3927.5	2050.0
2166.7	5175.0	2050.0
3000.0	16175.0	2050.0
3250.0	0.0	0.0
3250.0	0.0	2050.0
3250.0	1340.0	2050.0
3250.0	2680.0	2050.0
3250.0	3927.5	2050.0
3250.0	5175.0	0.0
3250.0	5175.0	2050.0
3250.0	5175.0	5400.0
3250.0	5175.0	8860.0
3250.0	6275.0	2050.0
3250.0	7375.0	2050.0
3250.0	8475.0	2050.0
3250.0	9575.0	2050.0
3250.0	10675.0	2050.0
3250.0	11775.0	2050.0
3250.0	12875.0	2050.0
3250.0	13975.0	2050.0
3250.0	15075.0	2050.0
3250.0	16175.0	2050.0
4425.0	0.0	2050.0
4425.0	1340.0	2050.0
4425.0	2680.0	2050.0
4898.0	0.0	2050.0
4898.0	2680.0	2050.0
4898.0	3927.5	2050.0
4898.0	5175.0	2050.0
4898.0	6275.0	2050.0
4898.0	7375.0	2050.0
4898.0	8475.0	2050.0
4898.0	9575.0	2050.0
4898.0	10675.0	2050.0
4898.0	11775.0	2050.0
4898.0	12875.0	2050.0
4898.0	13975.0	2050.0
4898.0	15075.0	2050.0
4898.0	16175.0	2050.0
6000.0	10675.0	0.0
6000.0	10675.0	2050.0
6000.0	16175.0	0.0
6000.0	16175.0	2050.0
6000.0	16175.0	5455.0
6000.0	16175.0	8860.0
7102.0	0.0	2050.0
7102.0	2680.0	2050.0
7102.0	3575.0	2050.0
7102.0	3927.5	2050.0
7102.0	4375.0	2050.0
7102.0	5175.0	2050.0
7102.0	6275.0	2050.0
7102.0	7375.0	2050.0
7102.0	8475.0	2050.0
7102.0	9575.0	2050.0
7102.0	10675.0	2050.0
7102.0	11775.0	2050.0
7102.0	12875.0	2050.0
7102.0	13975.0	2050.0
7102.0	15075.0	2050.0
7102.0	16175.0	2050.0
7575.0	0.0	2050.0
7575.0	2680.0	2050.0
8750.0	0.0	0.0
8750.0	0.0	2050.0
8750.0	2680.0	2050.0
8750.0	3575.0	2050.0
8750.0	4375.0	2050.0
8750.0	5175.0	0.0
8750.0	5175.0	2050.0
8750.0	5175.0	5400.0
8750.0	5175.0	8860.0
8750.0	6275.0	2050.0
8750.0	7375.0	2050.0
8750.0	8475.0	2050.0
8750.0	9575.0	2050.0
8750.0	10675.0	2050.0
8750.0	11775.0	2050.0
8750.0	12875.0	2050.0
8750.0	13975.0	2050.0
8750.0	15075.0	2050.0
8750.0	16175.0	2050.0
9000.0	16175.0	2050.0
9250.0	2680.0	2050.0
9250.0	5175.0	2050.0
9812.5	5175.0	2050.0
9814.5	4668.6	2050.0
9817.0	4048.6	2050.0
9822.5	2680.0	2050.0
9833.3	0.0	2050.0
10375.0	5175.0	2050.0
10916.7	0.0	2050.0
10916.7	2680.0	2050.0
10916.7	4053.0	2050.0
10916.7	4673.0	2050.0
10916.7	5175.0	2050.0
12000.0	0.0	0.0
12000.0	0.0	2050.0
12000.0	2680.0	2050.0
12000.0	5175.0	0.0
12000.0	5175.0	2050.0
12000.0	5175.0	5400.0
12000.0	5175.0	8860.0
12000.0	6275.0	2050.0
12000.0	10675.0	0.0
12000.0	10675.0	2050.0
12000.0	10675.0	5427.5
12000.0	10675.0	8860.0
12000.0	13425.0	2050.0
12000.0	16175.0	0.0
12000.0	16175.0	2050.0
12000.0	16175.0	5455.0
12000.0	16175.0	8860.0
14000.0	0.0	0.0
14000.0	0.0	2050.0
14000.0	2680.0	2050.0
14000.0	5175.0	0.0
14000.0	5175.0	2050.0
14000.0	5175.0	5400.0
14000.0	5175.0	8860.0
14000.0	6275.0	2050.0
14000.0	10675.0	0.0
14000.0	10675.0	2050.0
14000.0	10675.0	5427.5
14000.0	10675.0	8860.0
14000.0	13425.0	2050.0
14000.0	16175.0	0.0
14000.0	16175.0	2050.0
14000.0	16175.0	5455.0
14000.0	16175.0	8860.0
15083.3	0.0	2050.0
15083.3	2680.0	2050.0
15083.3	4053.0	2050.0
15083.3	4673.0	2050.0
15083.3	5175.0	2050.0
15625.0	5175.0	2050.0
16166.7	0.0	2050.0
16177.5	2680.0	2050.0
16183.0	4048.6	2050.0
16185.5	4668.6	2050.0
16187.5	5175.0	2050.0
16750.0	2680.0	2050.0
16750.0	5175.0	2050.0
17000.0	16175.0	2050.0
17250.0	0.0	0.0
17250.0	0.0	2050.0
17250.0	2680.0	2050.0
17250.0	3575.0	2050.0
17250.0	4375.0	2050.0
17250.0	5175.0	0.0
17250.0	5175.0	2050.0
17250.0	5175.0	5400.0
17250.0	5175.0	8860.0
17250.0	6275.0	2050.0
17250.0	7375.0	2050.0
17250.0	8475.0	2050.0
17250.0	9575.0	2050.0
17250.0	10675.0	2050.0
17250.0	11775.0	2050.0
17250.0	12875.0	2050.0
17250.0	13975.0	2050.0
17250.0	15075.0	2050.0
17250.0	16175.0	2050.0
18425.0	0.0	2050.0
18425.0	2680.0	2050.0
18898.0	0.0	2050.0
18898.0	2680.0	2050.0
18898.0	3575.0	2050.0
18898.0	3927.5	2050.0
18898.0	4375.0	2050.0
18898.0	5175.0	2050.0
18898.0	6275.0	2050.0
18898.0	7375.0	2050.0
18898.0	8475.0	2050.0
18898.0	9575.0	2050.0
18898.0	10675.0	2050.0
18898.0	11775.0	2050.0
18898.0	12875.0	2050.0
18898.0	13975.0	2050.0
18898.0	15075.0	2050.0
18898.0	16175.0	2050.0
20000.0	10675.0	0.0
20000.0	10675.0	2050.0
20000.0	16175.0	0.0
20000.0	16175.0	2050.0
20000.0	16175.0	5455.0
20000.0	16175.0	8860.0
21102.0	0.0	2050.0
21102.0	2680.0	2050.0
21102.0	3927.5	2050.0
