228000.0	45900000.0	15300000.0	5900.0
707884.6	761000000.0	29300000.0	13000.0
459532.2	477000000.0	20100000.0	10500.0
238000.0	45100000.0	3640000.0	4520.0
9610000.0	4810000.0	4810000.0	2120.0
37100000.0	18600000.0	18600000.0	3230.0
1564453.6	486098933.3	170786133.3	18400.0
91922.4	29100000.0	3860000.0	3820.0
880475.5	1153702666.3	41721667.0	14600.0
477000.0	61300000.0	20400000.0	7620.0
16100000.0	8070000.0	8070000.0	2510.0
78027.8	44500000.0	4470000.0	4010.0
54900.0	8340000.0	1290000.0	2250.0
101000.0	19100000.0	1650000.0	2920.0
5490000.0	2750000.0	2750000.0	1850.0
128048.5	86400000.0	7650000.0	5210.0
586000.0	114000000.0	38800000.0	9320.0
137809.4	121000000.0	8100000.0	5720.0
65221.3	63200000.0	4420000.0	4080.0
1586670.1	304000000.0	23592875.0	14060.0
678670.2	90200000.0	14674358.6	9040.0
821939.4	144800000.0	15641165.2	10220.0
1659469.2	2039280002.5	69386247.5	18600.0
325000.0	52800000.0	17700000.0	6660.0
