1,2
2,3
3,5
4,5
5,6
6,7
5,8
6,11
11,7
8,10
9,10
10,11
11,12
13,9
10,13
11,15
11,16
17,11
14,13
13,15
14,15
15,16
16,17
2,18
3,19
5,20
1,21
4,22
19,18
19,20
18,21
20,22
14,28
15,28
19,25
6,35
6,36
37,6
38,8
10,42
21,23
22,27
24,23
25,24
25,26
26,27
29,21
22,34
23,30
23,31
24,31
31,25
25,32
25,33
33,26
33,27
27,35
15,69
16,69
16,70
28,47
29,30
30,31
31,32
32,33
33,35
34,35
35,36
36,37
35,38
38,39
39,40
40,41
41,42
42,43
43,44
44,45
45,46
46,47
30,48
31,49
32,50
33,53
35,54
38,55
39,56
40,57
41,58
42,59
43,60
44,61
45,62
46,63
47,64
48,49
49,50
67,28
48,51
50,52
52,51
53,52
54,53
55,54
56,55
57,56
58,57
59,58
60,59
61,60
62,61
63,62
64,63
65,59
59,66
62,68
64,68
51,71
52,72
53,74
54,76
57,79
65,66
61,83
62,84
63,85
67,68
68,69
69,70
65,81
66,81
84,68
68,86
72,71
73,72
74,73
75,74
76,75
76,77
77,78
78,79
79,80
80,81
81,82
82,83
83,84
84,85
85,86
71,87
72,88
67,108
87,88
73,92
75,93
76,95
98,76
77,98
78,98
78,99
100,78
79,100
80,100
80,101
102,80
81,102
82,102
82,103
104,82
83,104
84,104
84,105
106,84
85,106
86,106
86,107
87,90
88,91
89,90
91,90
92,91
93,92
95,93
95,94
96,95
97,96
98,95
99,98
100,99
101,100
102,101
103,102
104,103
105,104
106,105
107,106
107,108
91,109
95,110
136,69
69,137
70,137
110,109
90,115
110,111
109,114
94,116
112,111
113,112
114,113
115,114
111,116
120,112
119,113
114,118
115,117
95,127
96,127
127,97
98,129
102,131
135,108
108,136
116,121
117,118
118,119
119,120
120,121
116,125
117,123
118,124
121,126
122,123
123,124
124,126
125,126
126,127
127,128
126,129
127,132
132,128
129,131
130,131
131,132
132,133
134,130
131,134
132,136
132,137
138,132
135,134
134,136
135,136
136,137
137,138
123,140
124,141
126,143
140,139
141,140
143,141
143,142
144,143
145,144
146,143
149,144
145,149
148,146
148,147
149,148
150,149
147,151
151,148
153,149
154,149
149,155
151,152
153,151
153,152
154,153
155,154
140,156
141,157
143,160
142,161
157,156
158,157
159,158
160,159
160,161
169,152
153,169
156,162
144,176
144,177
178,144
146,179
148,183
157,163
164,158
165,159
161,166
163,162
164,163
165,164
166,165
161,175
163,167
166,168
162,171
167,168
167,172
168,176
211,153
154,211
154,212
169,188
171,170
171,172
172,173
173,174
174,176
175,176
176,177
177,178
176,179
179,180
180,181
181,182
182,183
183,184
184,185
185,186
186,187
187,188
171,189
172,190
173,193
174,195
176,196
196,179
179,197
179,198
180,198
198,181
181,199
181,200
182,200
200,183
183,201
183,202
184,202
202,185
185,203
185,204
186,204
204,187
187,205
187,206
188,206
190,189
169,209
189,191
190,192
191,192
192,193
193,194
194,195
195,196
197,196
198,197
199,198
200,199
201,200
202,201
203,202
204,203
205,204
206,205
201,207
201,208
210,204
206,210
191,213
192,214
194,215
196,216
199,219
208,207
203,223
204,224
205,225
210,209
211,210
212,211
221,207
208,221
210,224
210,226
213,214
214,215
215,216
216,217
217,218
218,219
219,220
220,221
221,222
222,223
223,224
224,225
225,226
213,227
214,229
249,209
228,227
229,228
215,234
216,236
217,239
218,240
219,241
220,242
221,243
222,244
223,245
224,246
225,247
226,248
227,231
228,232
229,233
231,230
232,231
233,232
234,233
236,234
236,235
237,236
238,237
239,236
240,239
241,240
242,241
243,242
244,243
245,244
246,245
247,246
248,247
248,249
211,274
211,275
212,275
231,250
232,250
232,251
252,232
233,252
234,252
253,234
254,234
236,254
255,230
235,256
250,251
251,252
253,252
254,253
250,255
254,256
252,258
236,265
237,265
265,238
267,239
243,269
249,273
249,274
255,257
256,259
257,258
259,258
255,260
256,263
257,261
258,262
259,264
261,260
262,261
264,262
264,263
265,264
266,265
267,264
270,265
266,270
269,267
269,268
270,269
271,270
268,272
272,269
274,270
275,270
270,276
272,273
274,272
274,273
275,274
276,275
